Directory;Absolute Time spent on Inspection Group 'all', s;Percent of Time spent on Inspection Group 'all';Inspections Problem Count in Group 'all';Times Inspection from Group 'all' was Performed
/data/project;1.15;100.00%;0;35
/data/project/ConsoleApplication1;1.13;98.42%;0;32
/data/project/ConsoleApplication1/Properties;0.01;0.86%;0;4
